"Author";"Frequency"
"L. Bond";1
"S. Doctor";1
"K. J. Bunch";1
"M. Good";1
"A. Waltar";1
"Дмитрий Яковлевич Носырев";1
"Наталья Валерьевна Чертыковцева";1
"Валерий Михайлович Пирогов";1
"M. Paar";1
"D. Hahn";1
"Seong-O Kim";1
"Jae-Han Lee";1
"Yong-bum Lee";1
"M. Eltabach";1
"A. Charara";1
"M. Bardal";1
"J. Roach";1
"葉佐福";1
"T. Yeh";1
"S. Lynch";1
"Moira Mcdonald";1
"J. Rubek";1
"Břetislav Janeba";1
"R. Peltier";1
"Mukhopadhyay";1
"Regina Nogueira";1
"Isabel C.F.R. Ferreira";1
"P. Janknecht";1
"Juan J. Rodriguez";1
"Pedro Oliveira";1
"António G. Brito";1
"F. Porrúa";1
"L. Thome";1
"任保林";1
"陈锡明";1
"J. S. Hall";1
"M. Romano";1
"R. Saeedfar";1
"P. Rabanifar";1
"E. Gilmore";1
"L. Lave";1
"Douglas E. King";1
"M. Morgan";1
"J. K. Das";1
"C. Gajanayake";1
"M. Glavin";1
"W. G. Hurley";1
"Guoliang Yang";1
"Huiguang Li";1
"H. Hsieh";1
"Yu-En Wu";1
"Yu-Kai Chen";1
"X.Z. Dong";1
"A. Klimek";1
"J. Snyder";1
"P. Nguyen";1
"É. Ngo";1
"E. Wetzel";1
"M. Glavanovics";1
"H. Kock";1
"H. Eder";1
"V. Kosel";1
"T. Smorodin";1
"Koji Sato";1
"H. Sumita";1
"Shigeyuki Nakanishi";1
"M. Ando";1
"N. Morita";1
"M. Mori";1
"M. Arata";1
"A. Shipley";1
"R. N. Elliott";1
"Y. Fujimura";1
"M. Cocking";1
"刘光全";1
"张有林";1
"李春晓";1
"杜海波";1
"杜维君";1
"王占生";1
"王嘉麟";1
"许立甲";1
"Ki-Soo Kim";1
"S. Santee";1
"Seth M Cohen";1
"J. Dicarlo";1
"F. Puglia";1
"S. Barlow";1
"J. Flynn";1
"W. Mudge";1
"A. Testa";1
"刘晓臣";1
"封代斌";1
"A. Adu-Acheampong";1
"B. McGunegle";1
"T. Stauffer";1
"M.T. Alam";1
"Abdullah Asuhaimi Mohd Zin";1
"S. Karim";1
"D.P. Stockton";1
"J. Bland";1
"T. McClanahan";1
"P. McShane";1
"M. Zamani";1
"Jun-Ho Song";1
"Jun-Bae Lee";1
"Seung-Han Paek";1
"B. Ó. Gallachóir";1
"P. Gardner";1
"H. Snodin";1
"E. McKeogh";1
"Young-Eal Lee";1
"Young-beom Jung";1
"J. Price";1
"M. Frischholz";1
"L. Sarmento";1
"M. Wenzel";1
"K. Aquilina";1
"R. Edwards";1
"H. Coakham";1
"Zhang Yurong";1
"Tao Chenli";1
"Song Weidong";1
"Sangheon Jeong";1
"Byeonghun Jang";1
"Gyeong-Bo Han";1
"A.R. El-keib";1
"B. Bennett";1
"K. Quock";1
"J. Greeves";1
"Zhouyun Zhang";1
"J. Gong";1
"Chia-Chin Chen";1
"H. Kan";1
"V. Popovich";1
"A. M. Mikhail-Zade";1
"R. Pitz-Paal";1
"P. Schwarzbözl";1
"M. Nikolova";1
"J. Watkowski";1
"D. DeSalvo";1
"宋子旺";1
"陈国南";1
"T. Ise";1
"H. Fujita";1
"冒烨颖";1
"G. Matteson";1
"Bryan M. Jenkins";1
"Y. Chang";1
"T. Vesanen";1
"K. Klobut";1
"사박";1
"윤용태";1
"류재한";1
"황환기";1
"E. Allen";1
"B. R. Gautam";1
"T. Salter";1
"G. Metze";1
"Bao Nengsheng";1
"Ni Weidou";1
"Juan Álvarez López";1
"J. S. Momoh";1
"Tsuyoji Hyodo";1
"Norinao Mochizuki";1
"J. Haberl";1
"J. Baltazar";1
"Bahman Yazdani";1
"김성오";1
"박창규";1
"어재혁";1
"이태호";1
"L. Marlino";1
"L. Seiber";1
"Pi-Fang Hsu";1
"Hui Hu";1
"C. Clancy";1
"Mark Esoda";1
"M. Wanielista";1
"A. O’Reilly";1
"G. Kaiser";1
"M. Bolton";1
"Nigel Butcher";1
"F. Sharpe";1
"Danaë K. Stevens";1
"Gareth Fisher";1
"Hui-Yu Hu";1
"Yi-Ling Cheng";1
"Jen-Yang Lin";1
"Michael H. Dworkin";1
"Rachel Aslin Goldwasser";1
"M. Weinstein";1
"M. Solanes";1
"A. Jouravlev";1
"L. Hanlen";1
"G. Corazza";1
"王茜竹";1
"郑建宏";1
"关成杰";1
"徐良钧";1
"梅新润";1
"许宏纲";1
"M. Kountouris";1
"P. Ruiz";1
"翟新海";1
"姚远程";1
"张晓琴";1
"李磊民";1
"黄玉清";1
"吴晨";1
"李翱";1
"Jiyong Oh";1
"Vijayamohanan Pillai N";1
"Chenwei Wang";1
"M. Kuran";1
"Gürkan Gür";1
"T. Tuğcu";1
"Fatih Alagöz";1
"A. Rahimi";1
"D. A. Massih";1
"A. Soubra";1
"P. Poggi";1
"M. Muselli";1
"C. Cristofari";1
"Michal Vossberg";1
"T. Tolxdorff";1
"D. Krefting";1
"Jun Cai";1
"T. D. Todd";1
"I. Topalova";1
"A. Mihailov";1
"A. Tzokev";1
"Ó. Fernández";1
"L. Valle";1
"M. Domingo";1
"R. Jiménez";1
"衣文所";1
"S. Glaser";1
"Z.Q. Wu";1
"I. Chatzidrossos";1
"V. Fodor";1
"I. Siomina";1
"M. Golkhah";1
"R. Paravi Torghabeh";1
"A. Yan";1
"Zhuoya Chen";1
"Javed Ali Memon";1
"N. Hussain";1
"A. Rajput";1
"A. Baughman";1
"Olivera Jovanovic";1
"Xu Cheng";1
"Z. J. Shen";1
"C. Mi";1
"Hongjie Wu";1
"V. Garg";1
"William M. Jones";1
"J. Daly";1
"Nathan Debardeleben";1
"Bin Yuan";1
"Yanjun Li";1
"Zhongcheng Li";1
"Hyungsik Ju";1
"Sungeun Lee";1
"Kyungchul Kwak";1
"Eunsung Oh";1
"S. Burleigh";1
"Seokhwan Park";1
"Heunchul Lee";1
"Mohamed M. Ramadan";1
"E. Mansour";1
"M. A. Mostafa";1
"M. R. Nabavi";1
"A. Jeyaraj";1
"M. Zarki";1
"M. Riediger";1
"高統錫";1
"金豪溶";1
"尹錫烈";1
"Szu-Chia Liao";1
"Jun-Ren Chen";1
"Ruisheng Zhang";1
"Xiaoliang Fan";1
"Lian Li";1
"Tien-Ling Hsieh";1
"Benjamin Hawbaker";1
"A. Mellit";1
"G. Markidis";1
"A. Tzanakaki";1
"Xun Gui";1
"Lan Yao";1
"Qingquan Qian";1
"S. Balandin";1
"L. Bogod";1
"E. Balandina";1
"I. Song";1
"Liwei Li";1
"Xinzhen Wu";1
"Йен-ченг Лиу";1
"Стивен Р. Хатселл";1
"Кришнакант Систла";1
"D. Lioupis";1
"A. Adamidis";1
"N. Theoharis";1
"D. Triantafyllopoulou";1
"N. Passas";1
"Alexandros Kaloxylos";1
"A. M. Cossi";1
"吴立昌";1
"Yiming Yang";1
"K. Gunaseelan";1
"R. Venkateswari";1
"A. Kandaswamy";1
"Q.Y. Yuan";1
"于力";1
"刘秋英";1
"赵伟";1
"黄亮亮";1
"J. Martocci";1
"J. Williamsson";1
"T. Humpal";1
"Nicolas Riou";1
"C. Warmer";1
"M. Hommelberg";1
"J. Kok";1
"I. Kamphuis";1
"I. Khazali";1
"Richard Vickers";1
"刘波霞";1
"陈建峰";1
"蒋梅芬";1
"Rohan Murty";1
"J. Padhye";1
"A. Wolman";1
"Matt Welsh";1
"K. Bergman";1
"L. Carloni";1
"A. Volokitina";1
"M. Sofronov";1
"T. Sofronova";1
"Wenying Zeng";1
"Yuelong Zhao";1
"Wenfeng Wang";1
"Heidi A. Taboada";1
"Jose F. Espiritu";1
"B. S. Paul";1
"Ratnajit Bhattacharjee";1
"T. Krawutschke";1
"Guang-ming Yang";1
"Chongshi Gu";1
"F. Laforest";1
"C. Verdier";1
"鲁照华";1
"V. Vijayalakshmi";1
"D. Moitre";1
"Juan Wen";1
"Jennifer J. Silver";1
"B. Da";1
"P. Jirapong";1
"Peter K. Steimer";1
"C. Dick";1
"K. Amiri";1
"Joseph R. Cavallaro";1
"唐朝阳";1
"熊振兴";1
"王振民";1
"陈意庭";1
"黄石生";1
"Amit Sharma";1
"H. Vohra";1
"F. Bodi";1
"E. McKinney";1
"Yuwen Sun";1
"Jianguo Dong";1
"H. Kanamaru";1
"T. Harima";1
"Jiang Bian";1
"Jie Du";1
"彭道刚";1
"茅大钧";1
"许龙虎";1
"郑陆君";1
"Omar O. Aldawibi";1
"A. Matsushita";1
"Kazuyasu Takimoto";1
"Kentaro Suzuki";1
"H. Tai";1
"R. Kurosawa";1
"I. Kamiyama";1
"Yingdong Wei";1
"Xiujuan Zhang";1
"Zheng Jiang";1
"Alex Shye";1
"Benjamin Scholbrock";1
"J. S. Miller";1
"P. Dinda";1
"Robert P. Dick";1
"Liu Shuliang";1
"J. Stoupis";1
"Pengkai Zhao";1
"B. Daneshrad";1
"Guangyu Pei";1
"J. D. Cottingham";1
"W. Bassett";1
"George Melendez";1
"Mark Dehus";1
"D. Grunwald";1
"G. Cao";1
"M. Nezami";1
"Kin K. Leung";1
"D. Goeckel";1
"Don Towsley";1
"彭疆";1
"罗义平";1
"郭颀";1
"Scott L. Taylor";1
"F. Baronti";1
"A. Lazzeri";1
"R. Roncella";1
"Michele Rubertelliy";1
"A. Tomasi";1
"Cuiran Li";1
"Qiaona Ma";1
"Jianli Xie";1
"Chengshu Li";1
"D. Mennitt";1
"Chu-Jung Yeh";1
"C. Tzaras";1
"Zhao Chengshi";1
"Zou Mingrui";1
"Sheng Bin";1
"Kwak Kyungsup";1
"Wang Shubin";1
"Minyoung Kim";1
"A. M. Eltawil";1
"F. J. Kurdahi";1
"Guanying Wang";1
"A. Butt";1
"C. Gniady";1
"M. M. Karbassian";1
"H. Ghafouri-Shiraz";1
"Karim E. Morsy";1
"P. Vanathi";1
"P. Purkait";1
"B. Moore";1
"M. Mangrum";1
"C. Sellathamby";1
"M. Reja";1
"E. Reid";1
"I. Filanovsky";1
"Steven Slupsky";1
"Petros L. Katsis";1
"F. Pavlidou";1
"周泽昕";1
"李仲青";1
"杜丁香";1
"徐战林";1
"王玉民";1
"Z. Luo";1
"J. Skea";1
"T. Green";1
"R. Gross";1
"P. Heptonstall";1
"M. Leach";1
"R. Mueller";1
"N. Peña";1
"E. Rubin";1
"S.M.M. Badejani";1
"Ken Haukaas";1
"B. Pete";1
"W. Steinmann";1
"M. Fiss";1
"R. Tamme";1
"Thomas Brand";1
"Bertram Fesl";1
"L. Coelho";1
"N. Hanik";1
"Amip Shah";1
"V. Carey";1
"C. Bash";1
"Xun Hailiang";1
"T. D. Abbott";1
"K. Albaugh";1
"S. A. Potratz";1
"S. Arms";1
"M. Hamel";1
"J. Galbreath";1
"D. Churchill";1
"M. R. Ricci";1
"O. Fiske";1
"李永红";1
"狄洪发";1
"肖常磊";1
"赵应春";1
"谢建江";1
"张挺琳";1
"D.M. Ali";1
"D. Sheridan";1
"R. Bruckner";1
"K. Radil";1
"P. Trichakis";1
"G. Coates";1
"U. Netto";1
"B. Karney";1
"R. Ikkawi";1
"N. Amos";1
"A. Lavrenov";1
"A. Krichevsky";1
"D. Teweldebrhan";1
"A. Balandin";1
"D. Litvinov";1
"S. Khizroev";1
"T. Owens";1
"D. L. Kim";1
"C. D. Kim";1
"D. H. Kim";1
"S. Hwang";1
"T. Karila";1
"P. Palm";1
"Kong Xiangyu";1
"F. Da-zhong";1
"T. S. Chung";1
"Wang Cheng-shan";1
"Luo Feng-zhang";1
"Bai Hui";1
"Xiao Jun";1
"Wang Jian-min";1
"Liu Yi-nong";1
"Wang Sai-yi";1
"K. Mattern";1
"S. Williams";1
"A. Nourai";1
"Fengqiao Li";1
"Qin Chao";1
"Xun-jiang Dai";1
"Shi-Chung Chang";1
"Xianfeng Liu";1
"R. Moraes";1
"H. Volskis";1
"Rong-fu Sun";1
"Yuan-zhang Sun";1
"A. Woodroffe";1
"S. Pridie";1
"G. Druce";1
"P. Dong";1
"P. Guo";1
"B. Kehrli";1
"J. Duart";1
"L. Trinh";1
"M. A. Abdul Rahman";1
"C.O. Ahiakwor";1
"U. Chukwu";1
"D. Dike";1
"Chen Long";1
"Shu Hong Chun";1
"Wang Yong zhi";1
"Zeng Fang";1
"S. Khaparde";1
"B.B. Wang";1
"Y. Wei";1
"Q. Wan";1
"장길상";1
"이대웅";1
"G. Purvinis";1
"J. Labosky";1
"S. J. Krak";1
"C. M. Baer";1
"M. Eberstein";1
"G. Mann";1
"Jens Vogel";1
"M. Zoheidi";1
"J. Krüger";1
"J. Parizzi";1
"So-young Park";1
"B. Ha";1
"M.S. Choi";1
"S. Ge";1
"정승면";1
"김성태";1
"신완재";1
"이재빈";1
"刘志祥";1
"毛宗强";1
"P. de Mello";1
"T. Anzawa";1
"M. Yamagiwa";1
"T. Shibutani";1
"A. M. Rei";1
"K. Chintakrinda";1
"R. Weinstein";1
"C. A. Bessel";1
"Huiling Bao";1
"M. Stern";1
"G. Fourer";1
"W. Whalen";1
"M. Loo";1
"Jianhui Su";1
"Guorong Zhang";1
"Zhou Yuzhu";1
"Ligang Zheng";1
"Shuijun Yu";1
"Minggao Yu";1
"S. Kumra";1
"Zhimin Hu";1
"T. Roberts";1
"Junggi Lee";1
"J. Miesner";1
"F. Frischkorn";1
"N. Boenig";1
"T. Vahrenkamp";1
"K. Boucke";1
"Lufthansa Kanta";1
"K. Brumbelow";1
"M. Hodes";1
"A. Lyons";1
"Xia Jiang";1
"Joe H. Chow";1
"Abdel-Aty Edris";1
"E. Uzunovic";1
"Michael Parisi";1
"Liana Hopkins";1
"K. Shinozak";1
"Y. Sato";1
"K. Mitsuda";1
"K. Narasaki";1
"K. Kanao";1
"K. Otsuka";1
"Z. Ye";1
"孙西凯";1
"유상봉";1
"丁苏川";1
"刘长江";1
"李景路";1
"王月然";1
"马志刚";1
"R. Oswald";1
"J. Newton";1
"K. Rajan";1
"R. Romero";1
"F. Willing";1
"B. Shoykhet";1
"R. Schiferl";1
"R. Duckworth";1
"S. Schwenterly";1
"R. Joyner";1
"S. Peery";1
"G. Cox";1
"K. Desai";1
"H. Naik";1
"M. Atrey";1
"J. Mccarthy";1
"H. Kuroki";1
"S. Hatamiya";1
"T. Koganezawa";1
"Nobuaki Kizuka";1
"Shinya Marushima";1
"K. Burke";1
"C. Kirkconnell";1
"R. Hon";1
"M. Kieffer";1
"孙国庆";1
"王金民";1
"郭英俊";1
"Wind Program";1
"G. Vineyard";1
"F. Vallee";1
"J. Lobry";1
"O. Deblecker";1
"P. Peltoniemi";1
"J. Lassila";1
"P. Salonen";1
"Yuh-Ming Lee";1
"Yun-Ern Tzeng";1
"B. Broussard";1
"S. Ishmael";1
"C. Goodzeit";1
"P. Masson";1
"R. Meinke";1
"R. Sullivan";1
"D. Sun";1
"Nae-Soo Cho";1
"K. Youn";1
"Woohyen Kwon";1
"Bangyin Liu";1
"S. Duan";1
"A. Brillant";1
"C. Weber";1
"김성대";1
"기재형";1
"임광빈";1
"김철주";1
"A. Varadi";1
"J. Takács";1
"Juin-Han Chen";1
"James T. Lin";1
"Yi-Sheng Wu";1
"De Marco";1
"Carlo Arturo";1
"A. Goodrich";1
"T. Hannibal";1
"R. Wendt";1
"A. Oleksy";1
"車濬敏";1
"Julio Cesar Stacchini de Souza";1
"Milton Brown Do Coutto";1
"Zuwei Yu";1
"Qian Suxiang";1
"Hu Hongsheng";1
"Cao Jian";1
"Yan Gong-biao";1
"F. Katiraei";1
"M. Gauthier";1
"F. Garces";1
"S. Jribi";1
"Ibrahim I. El-Sharkawy";1
"S. Koyama";1
"J. Zelenik";1
"J. Tabonda";1
"A.-M. Hissel";1
"Henry Chao";1
"Clyde Custer";1
"Bill Lamanna";1
"A. Coombes";1
"A. Inaba";1
"H. Kishi";1
"H. Yamanaka";1
"S. Osawa";1
"M. Tani";1
"T. Uchida";1
"Yutaka Watanabe";1
"M. Yoshihiro";1
"Tamotsu Iida";1
"H. Awano";1
"N. Ota";1
"Takashi Yoshida";1
"Y. Abe";1
"Kazushi Yoshida";1
"刘育梁";1
"杨林";1
"王桐";1
"田贺斌";1
"耿敏明";1
"贾连希";1
"陈平";1
"Yoichi Sato";1
"H. Murakami";1
"H. Kaneda";1
"K. Enya";1
"M. Murakami";1
"M. Hirabayashi";1
"张立林";1
"杨伟财";1
"苏云生";1
"陈旭东";1
"龚书良";1
"P. L. Ipatov";1
"M. S. Wu";1
"C. Tang";1
"P. Hsu";1
"J. W. Chen";1
"K. Y. Chen";1
"A. Niknejad";1
"S. Magar";1
"Venkateswara Rao Sattiraju";1
"Louis Yun";1
"James C. Beck";1
"M. Jensen";1
"卞隆泰";1
"金炯徹";1
"尹用範";1
"鄭永範";1
"Sangkyoo Lee";1
"Sehee Lee";1
"Manabu Kikuta";1
"Michiyuki Kono";1
"Ferdian Ronilaya";1
"G. Coelingh";1
"K. Mess";1
"K. Dahlerup-Petersen";1
"Chittatosh Bhattacharya";1
"Haibei Jiang";1
"Luis F. Rodriguez";1
"D. Kortenkamp";1
"Francisco M. Capristan";1
"L. Maharjan";1
"S. Inoue";1
"Hirofumi Akagi";1
"Yuta Iwase";1
"Toshihisa Funabashi";1
"C. Achayuthakan";1
"P. Vithayasrichareon";1
"P. D. Van";1
"Anne Barros";1
"Christophe Bérenguer";1
"倪喜军";1
"刘正祎";1
"M. Kirchner";1
"W. J. Mccoy";1
"L. D. Roose";1
"G. R. Hadley";1
"A. Mar";1
"D. Serkland";1
"K. Geib";1
"C. Sullivan";1
"G. Keeler";1
"T. Bauer";1
"G. Peake";1
"G. Loubriel";1
"Victoria A. Montano";1
"G. Alptekin";1
"韓錫萬";1
"金發鎬";1
"吳量";1
"文承逸";1
"A. Chepko";1
"D. Linne";1
"E. Santiago-Maldonado";1
"W. Crossley";1
"Toshihisa Shimizu";1
"K. Krishnamurthy";1
"D. Acharya";1
"F. Fitch";1
"M. Garg";1
"Yatin V. Chaudhary";1
"M.H. Lalei";1
"H. Golzadeh";1
"P. Ramezanpour";1
"R. Saha";1
"E. Dvorský";1
"P. Hejtmánková";1
"J. Škorpil";1
"Xin Long";1
"Chao Lian";1
"Bingruo Xie";1
"Wangbing Wu";1
"E. Schamiloglu";1
"H. Hjalmarson";1
"S.Y. Sun";1
"L.F. Li";1
"B. Zhao";1
"K. Sekita";1
"S. Tamura";1
"Nobuhisa Fujiyama";1
"Yoshikazu Arata";1
"Hachidai Ito";1
"M. Hisada";1
"H. Yamawaki";1
"Tao Cui";1
"S. Richards";1
"C. Hou";1
"Kuan-Cheng Fang";1
"K. Sunakoda";1
"Hiramoto Kazuhiko";1
"P. Roschke";1
"柴松田";1
"程贤勇";1
"赵至友";1
"Jiancheng Fang";1
"Zhuangsheng Zhu";1
"Xuechao Wei";1
"김범석";1
"김만응";1
"이영호";1
"안교상";1
"임희천";1
"宋永红";1
"常鄂刚";1
"王立志";1
"许旭明";1
"J. Parise";1
"J. Berndsen";1
"Steven D. Jenkins";1
"John R. Rossmaier";1
"Haiyong Jiang";1
"Fu-cheng Cao";1
"Yongjun Sun";1
"Quang Trung Dong";1
"N. Prayongpun";1
"K. Raoof";1
"Shyh-Jier Huang";1
"Chin-Ming Lin";1
"Shenkuan He";1
"Guoyue Liu";1
"T. Laughner";1
"D. Trudnowski";1
"Fang Jun";1
"Wang Hai-feng";1
"C. KAYSER-BRIL";1
"Cindy Liotard";1
"M. Drouineau";1
"E. Assoumou";1
"X. Yu";1
"U. Diego-Ayala";1
"P. Martinez-Gonzalez";1
"N. McGlashan";1
"K. R. Pullen";1
"Jianjun Sun";1
"Taihu Wu";1
"이정인";1
"G. Mitchell";1
"E. Cilio";1
"B. Reese";1
"R. Schupbach";1
"A. Lostetter";1
"Wang Shujuan";1
"Zhang Binrui";1
"Zhai Guofu";1
"J. Drapela";1
"杨得志";1
"部小平";1
"R. Perez";1
"W. Veruttipong";1
"최경식";1
"최영철";1
"박진호";1
"김환우";1
"R. Nasiri";1
"A. Yousefi";1
"F. Daneshvar";1
"D. Ray";1
"K. Maki";1
"T. Feeley";1
"B. A. O'Palko";1
"Andrew P. Jones";1
"Ali Arzani";1
"Mostafa Jazaeri";1
"Y. Alinejad‐Beromi";1
"S. Haldar";1
"Sun Shu-qin";1
"Zhou Lei";1
"Meng Ling-shuai";1
"Han Liang";1
"Shen Sui";1
"孔武斌";1
"杨家强";1
"Jingyuan Dong";1
"Oh-Hyun Kwon";1
"Sung-Min Cho";1
"Sun-myung Hwang";1
"S. Yoshimoto";1
"シュタインバッハ・クリスティアン";1
"スーティル・チャールズ";1
"パエリンク・フィリップ・ジャン−ミシェル";1
"プフェファー・アレン・マイケル";1
"ホフマン・ユルゲン";1
"J. Rodgers";1
"J. Maimon";1
"T. Storey";1
"M. Graziano";1
"J. Ylinen";1
"C. Caprara";1
"G. Stoppiello";1
"S. Cordiner";1
"A. Mariani";1
"V. Mulone";1
"Kazushige Ikeda";1
"S. Tange";1
"J. Haynes";1
"J. Brumberg";1
"V. Iyer";1
"J. S. Janssen";1
"B. Lacy";1
"M. Mosbacher";1
"Ertan Yilmaz";1
"W. York";1
"W. Ziminsky";1
"S. Menon";1
"J. Seitzman";1
"P. May";1
"Y. Roh";1
"L. Chung";1
"Se-Hyun Yoon";1
"Jung-Tae Noh";1
"I. C. Nelson";1
"R. D. Graves";1
"Shuli Liu";1
"G. Lixing";1
"M. Wichers";1
"J. A. Salazar";1
"V. N. Mikhailov";1
"V. P. Neznamov";1
"Karolina Socha";1
"Esta Kaal";1
"Agasha Juliet Bashiisa";1
"R. Bera";1
"N. B. Sinha";1
"A. Guchhait";1
"G. Maity";1
"周洪建";1
"王静爱";1
"陈思";1
"贾慧聪";1
"W. Nasrin";1
"M. Rajib";1
"Zengjun Zhang";1
"Hong Luo";1
"Bing Zhou";1
"Meihong Sui";1
"Xinsheng Yu";1
"Zhangguo Zhou";1
"Tawfek Mahmoud";1
"尹宏伟";1
"Daofeng Xu";1
"T. Lho";1
"Hwa-Ill Kim";1
"Wook-Jin Lee";1
"路建乡";1
"Jizhong Zhou";1
"C. You";1
"R. Chaisricharoen";1
"Kantika Jantarattanavong";1
"Matchimar Worrawattanaphat";1
"T. Yooyativong";1
"Jongmin Lee";1
"Eujoon Byun";1
"Hanmook Park";1
"Jongmoo Choi";1
"Donghee Lee";1
"S. Noh";1
"Marguerite Koole";1
"孙建儒";1
"曹念伟";1
"N. Prasad";1
"Narate Taerat";1
"Nichamon Naksinehaboon";1
"C. Chandler";1
"James Elliott";1
"G. Ostrouchov";1
"Matthew E. Tolentino";1
"J. Turner";1
"任晓辉";1
"徐家慧";1
"谢巧云";1
"邓兆云";1
"黄文英";1
"Clemens Moser";1
"R. O'Donnell";1
"Trong Tu Bui";1
"Konstantinos Christodoulopoulos";1
"D. Uchida";1
"H. Arai";1
"Keizo Cho";1
"D. Narayanan";1
"Eno Thereska";1
"Austin Donnelly";1
"S. Elnikety";1
"A. Rowstron";1
"S. Chong";1
"J. Beutel";1
"S. Gruber";1
"A. Hasler";1
"R. Lim";1
"A. Meier";1
"Christian Plessl";1
"I. Talzi";1
"C. Tschudin";1
"M. Yuecel";1
"Timo Nihtilä";1
"Kari Aho";1
"I. Repo";1
"张春刚";1
"Y. Hanai";1
"S. Hosokawa";1
"H. Sawada";1
"Tomohide Tomatsu";1
"Gen Ozaki";1
"H. Nakase";1
"Katsuyoshi Sato";1
"Namjeong Lee";1
"Keonkook Lee";1
"Eunhye Nam";1
"Gye-Tae Gil";1
"Hamid Safizadeh";1
"Mohammad Tahghighi";1
"E. K. Ardestani";1
"Gholamhossein Tavasoli";1
"Fu-Ping Wang";1
"徐志望";1
"张南山";1
"谢凤华";1
"陈坤鹏";1
"Ζαφείριος Βίγλας";1
"H. Abdulrahman";1
"Wei-Chieh Huang";1
"Hsueh-Jyh Li";1
"Xiangdong Sun";1
"Byunggyu Yu";1
"S. Mirta";1
"吕一航";1
"周党生";1
"夏泉波";1
"Won-tae Lee";1
"许家群";1
"M. Kukkonen";1
"Karthik Nagasubramanian";1
"Chuanyi Liu";1
"Linchun Sun";1
"T. Ban";1
"Guowang Miao";1
"N. Himayat";1
"A. Koç";1
"S. Talwar";1
"M. Lim";1
"F. Rawson";1
"T. Bletsch";1
"Vincent W. Freeh";1
"郭达崧";1
"黎勇昌";1
"Namgil Lee";1
"M. Jaefari";1
"P. Jänis";1
"Chia-Hao Yu";1
"K. Doppler";1
"V. Koivunen";1
"Hongzhong Zheng";1
"A. Hakala-Ranta";1
"Janne Starck";1
"刘泽远";1
"姚瑱";1
"毛宇阳";1
"蔡骏";1
"S. Lenin";1
"Wei-ting Chen";1
"Kuo-Chiang Chin";1
"Cheng-Hua Tsai";1
"Li-Chi Chang";1
"Yung-Chung Chang";1
"Chang-Chih Liu";1
"P. Predki";1
"D. Makowski";1
"Razib Iqbal";1
"S. Shirmohammadi";1
"M. Kowalski";1
"Manoj Kumar Misra";1
"L. Srivani";1
"S. Ilango Sambasivan";1
"M. Hanssmann";1
"Sokwoo Rhee";1
"M. Wakefield";1
"M. McGranaghan";1
"G. Folino";1
"N. Krasnogor";1
"F. Zambonelli";1
"宋有洲";1
"S. Soro";1
"W. Heinzelman";1
"M. Harrison";1
"M. M. Madarshahian";1
"张元";1
"颜晓英";1
"Hsuan-Li Lin";1
"Ching-Yao Huang";1
"A. Babaei";1
"R. Entriken";1
"M. DePillis";1
"Guanghui Liu";1
"A. Moody";1
"Huafeng Wu";1
"M. Pushpalatha";1
"R. Venkataraman";1
"T. Ramarao";1
"A. Kahng";1
"M. Martynov";1
"罗建华";1
"Kypros Constantinides";1
"T. Austin";1
"V. Bertacco";1
"A. M. AbdelHamid";1
"A. Anchlia";1
"S. Mamagkakis";1
"M. Corbalan";1
"B. Dierickx";1
"M. Kuijk";1
"Ruipeng Li";1
"J. Jenness";1
"Xuejun Yang";1
"Xudong Fang";1
"Xia Liu";1
"M. Bialkowski";1
"杨学志";1
"谢于亮";1
"吕明云";1
"姜光泰";1
"郑泽伟";1
"Shengnan Yan";1
"Chang-Kyung Sung";1
"I. Collings";1
"Jose L. Ceciliano Meza";1
"M. Yildirim";1
"A. Masud";1
"Paul L. Snyder";1
"R. Greenstadt";1
"G. Valetto";1
"S. Xu";1
"Alessandro Puleggi";1
"J. García-Naya";1
"C. Mehlführer";1
"S. Caban";1
"L. Castedo";1
"S. Corroy";1
"H. Baldus";1
"Sha Wang";1
"Tan Wang";1
"Zixiong Chen";1
"E. Benetti";1
"G. Mazzini";1
"M. Živković";1
"Dominik Auras";1
"Y. Nijsure";1
"C. Litchfield";1
"Yifan Chen";1
"Hemayet Hossain";1
"S. Dwarkadas";1
"Michael C. Huang";1
"D. Bielefeld";1
"G. Fabeck";1
"Furaih AlShaalan";1
"S. Alshebeili";1
"A. Dahmane";1
"S. Guizani";1
"郭谋发";1
"赖安定";1
"杨耿杰";1
"高伟";1
"Daniel E. Krehling";1
"A. Rosenbloom";1
"张力淼";1
"智勇军";1
"段华明";1
"王俊良";1
"肖承仟";1
"蔡经伦";1
"邹嘉豪";1
"郑智坚";1
"Rahmat Azami";1
"A. H. Abbasi";1
"J. Shakeri";1
"Amir Faraji Fard";1
"刘建明";1
"李云峰";1
"李祥珍";1
"赵丙镇";1
"郑越峰";1
"G. Bocchetti";1
"Francesco Flammini";1
"Concetta Pragliola";1
"Alfio Pappalardo";1
"Yangwook Kang";1
"David P. Burton";1
"U. Onunkwo";1
"M. McDonald";1
"J. Caldwell";1
"欧洋";1
"L. Zeger";1
"Sang-Joong Jung";1
"Tae-Ha Kwon";1
"Wang Rui";1
"Jing-yuan Duan";1
"An-cun Shi";1
"Yong-jie Wang";1
"Yu-liang Liu";1
"Kase J. Saylor";1
"P. Wood";1
"W. Malatesta";1
"B. Abbott";1
